id,label,value
















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































0,rightPeak,0
1,rightPeak,0
2,rightPeak,0
3,rightPeak,0
4,rightPeak,0
5,rightPeak,0
6,rightPeak,0
7,rightPeak,0.4093365813434341
8,rightPeak,0
9,rightPeak,0
10,rightPeak,0
11,rightPeak,0
12,rightPeak,0
13,rightPeak,0
14,rightPeak,0
15,rightPeak,0
16,rightPeak,0
17,rightPeak,0
18,rightPeak,0
19,rightPeak,0
20,rightPeak,0.00493170747331402
21,rightPeak,0
22,rightPeak,0
23,rightPeak,0
24,rightPeak,0
25,rightPeak,0
26,rightPeak,0
27,rightPeak,0
28,rightPeak,0
29,rightPeak,0
30,rightPeak,0
31,rightPeak,0
32,rightPeak,0
33,rightPeak,0
34,rightPeak,0
35,rightPeak,0
36,rightPeak,0
37,rightPeak,0
38,rightPeak,0
39,rightPeak,0
40,rightPeak,0
41,rightPeak,0.2507256972031988
42,rightPeak,0
43,rightPeak,0
44,rightPeak,0
45,rightPeak,0
46,rightPeak,0
47,rightPeak,0
48,rightPeak,0
49,rightPeak,0
50,rightPeak,0
51,rightPeak,0
52,rightPeak,0
53,rightPeak,0
